item_id,item_geohash,item_category
101920569,,6919
259219158,,10356
313212096,,4830
101922192,,10544
2592200,,9023
313213038,,5141
101926374,,5273
76588345,94ll5cl,5411
31321450,,8270
101927232,,12067
76588345,94m3c1v,5411
385327086,,4327
101933835,,6648
76588345,94mnrov,5411
313217151,,1169
101942412,,11376
311662572,,5752
313217346,,3690
101947473,,7350
90497467,,4778
313219461,,10431
101949018,,2683
311660025,,12221
313223931,,10544
101949282,,8058
259230495,,198
385321818,,7619
101954856,,8561
311657880,,10431
147340906,,660
101956542,,3064
131883036,,10431
3132259,,11406
101961051,,11976
311654676,,5291
313226037,,438
101961270,,6794
259240191,,4778
110152972,,8270
101963439,,10464
311652630,,150
313227765,,56
101965770,,2284
76588345,94mnwm7,5411
385316508,,1971
101970339,,2252
259243773,,7995
96406570,95qu0lb,5573
101970399,,11406
76588345,94rlhce,5411
313230372,,10431
101973270,,12758
311648688,,4677
313230894,,7143
101974251,,12630
259245324,,7995
313231617,,4582
101980248,,4582
259247214,,4245
313233186,,3660
101983518,,2334
311641557,,3064
147341287,,13500
101988867,,11406
311634357,,9205
385310850,,8561
101989074,,8254
76588345,94v37rh,5411
313239981,,11406
101989830,,198
259250238,,10431
313240743,,2284
101990700,,4830
131887503,,10431
313241022,,1963
102002157,9623ktq,8139
25925063,,7572
313242096,,3368
102003294,,4008
131887953,,3690
385304775,,7791
102010854,,3321
259250976,,12570
313251951,,10015
102011814,,10732
311628528,,3064
147346198,,2284
10201307,,3660
259256502,,10120
313263267,,13500
102013788,,3942
25925666,,3064
147347794,,3064
10201724,,3064
31162748,,6648
313265085,,8744
102021243,,3064
311625540,,12570
313265088,,8561
102023157,,12090
76588345,94vkm5w,5411
313270107,,12630
102025512,,12630
76588345,9.50E+39,5411
385297857,,13547
102028566,,9829
31162121,,14047
313272540,,3064
102031146,,7350
311619831,,3660
313272768,,11406
102041094,,2284
259266039,,8561
31327354,,6658
102044055,,4582
311617566,,8179
313275759,,9086
102049530,,3397
259266225,,10012
110155216,,11406
102051318,,6608
311614089,,6648
313280814,,4582
102058266,,5930
76588345,9504e3j,5411
313283007,,9086
102058383,,6588
311602137,,11991
147350878,,13500
102062583,,1242
131893176,,7350
313284621,,10544
102064917,,4245
259278417,,3660
313284789,,12791
102073686,,7995
76588345,950a2lp,5411
385295067,,2936
102075711,,7401
76588345,950ssar,5411
313285197,,438
102078042,,11952
311593839,,2284
313286769,,5351
102088866,,13686
108249831,,5236
313291143,,11376
102089157,,2284
259286802,,10699
38529371,,11406
102090147,,10501
259292655,,8561
313298511,,6417
102091785,,8685
131899059,,3660
313299642,,4588
102092502,,8179
259296090,,3064
3133021,,3064
102092748,,10063
76588345,950sspu,5411
313306599,,11991
102093666,,10544
259297302,,9614
147352189,,6648
102095217,95wjoga,10544
76588345,950tbkh,5411
313313658,,4677
102095217,956sg0q,10544
259303140,,11991
83293539,,5273
102095217,956mr45,10544
311574921,,10356
313315917,,11406
102095217,956menm,10544
311571936,,9569
385291005,,10967
102095217,956mm6w,10544
1082519,,2284
313322520,,2252
102095217,95f7q1n,10544
311567262,,3368
313324671,,6225
102095217,95bptk5,10544
259305777,,2225
313325364,,94
102095217,950tc4f,10544
108252735,,10431
313328646,,6648
102095217,95f63gi,10544
25930616,,5153
313330308,,2284
102095217,95qq2q4,10544
31156466,,9307
147355030,,5273
102095217,956jbdw,10544
97951730,,13500
385287543,,7876
102095217,95ugeb0,10544
76588345,9515evd,5411
31333474,,9815
102095217,99vswds,10544
259313838,,10356
83290185,,1169
102095217,95qq2q9,10544
311549166,,13985
385287540,,1649
102095217,9hq4dni,10544
259317762,,7467
147358654,,7876
102095217,99b5bb9,10544
311547363,,3846
31334590,,10544
102095217,96kaktd,10544
311544825,,3064
313347867,,10431
102095217,94disji,10544
259324815,,13686
313350177,,3064
102095217,955la42,10544
131905815,,7995
385286187,,10544
102095217,95b9l6s,10544
259334916,,7995
313354701,,10356
102095217,95qcq1m,10544
311539041,,3397
385285083,,10431
102095328,,2568
90497071,,5752
313358037,,11406
10209626,,8099
259337994,,9614
313361091,,7572
102105903,,6133
311526594,,9205
14736355,,7233
102111882,,1773
311524272,,7978
31336120,,6648
102116478,,2284
76588345,951avlr,5411
313363608,,7350
102117291,,7572
259350291,,10120
313363752,,10544
102122301,,8099
311523480,,2334
313365291,,2284
102122793,,11406
259355112,,2029
313365321,,5706
10212392,,3942
259356306,,7995
385278279,,597
102126231,,9569
259357953,,11406
38527790,,4990
102127542,,11406
31151942,,9569
313371798,,10544
1021278,,2029
259358106,,12630
385276563,,8099
102128562,,279
131911770,,9933
313375977,,5752
102136797,,3064
259359525,,7572
96406570,94rl6au,5573
102137949,,6648
311518980,,5533
110156383,,7995
102139722,,2284
311518668,,2225
31338079,,7350
102144255,,7572
311518098,,1294
96406570,95qt7dr,5573
102145488,,2334
259363503,,8179
313383879,,13374
102145542,,10431
311515353,,5712
147377623,,4722
102145704,,10364
259364274,,13348
31338778,,10431
102147465,,12067
259368396,,10544
313392744,,7311
102148707,,10544
311514345,,3960
313393431,,4778
102157869,,5273
311513973,,3000
147381349,,5533
102158148,,7876
76588345,951h0kn,5411
313398207,,13500
102163317,,4830
259372617,,4582
31340440,,11406
10216919,,8561
311508972,,9205
313405059,,8792
102179184,,5993
13191574,,10356
147381667,,4722
10218371,,10431
31150541,,4172
313406409,,7140
102186543,,8099
259378785,,6648
96406570,94rls1w,5573
102192873,,6630
259379259,,11406
313408935,,7995
102194994,,3064
259379739,,4582
385265691,,11406
102196008,,6648
259381071,,6648
313409124,,10460
102196107,ffad71u,1463
76588345,951ht0m,5411
313410126,,6648
102202959,,12170
311501715,,11406
385262988,,4282
102204456,,10431
76588345,951htt7,5411
83283846,,10356
